7,8,1,2,4,5,3,6,9
2,9,3,6,7,8,4,5,1
4,5,6,3,1,9,7,8,2
9,3,2,7,5,4,6,1,8
6,1,7,9,8,2,5,3,4
8,4,5,1,6,3,9,2,7
5,7,8,4,3,1,2,9,6
3,6,9,8,2,7,1,4,5
1,2,4,5,9,6,8,7,3
4,6,2,9,3,8,1,7,5
8,7,9,4,1,5,6,2,3
5,3,1,7,2,6,8,4,9
3,2,4,6,8,7,5,9,1
9,5,6,1,4,3,7,8,2
1,8,7,2,5,9,3,6,4
7,9,3,5,6,2,4,1,8
6,1,8,3,9,4,2,5,7
2,4,5,8,7,1,9,3,6
